user_id,num_interactions,top5_has_weights,top5_minCFset_index,top5_minCFset_weight,top5_gap,top5_top10pos_index,top5_top10pos_weights,top5_top10neg_index,top5_top10neg_weights,top5_sum_pos,top5_sum_neg,top10_has_weights,top10_minCFset_index,top10_minCFset_weight,top10_gap,top10_top10pos_index,top10_top10pos_weights,top10_top10neg_index,top10_top10neg_weights,top10_sum_pos,top10_sum_neg,top20_has_weights,top20_minCFset_index,top20_minCFset_weight,top20_gap,top20_top10pos_index,top20_top10pos_weights,top20_top10neg_index,top20_top10neg_weights,top20_sum_pos,top20_sum_neg
200,385,0,-1,-1,0.0,[],[],[],[],0.0,0.0,0,-1,-1,0.0,[],[],[],[],0.0,0.0,385,[],[],-2.666166198304552,"[193, 194, 201, 131, 21, 188, 141, 151, 121, 133]","[3.1765036008127265, 2.9581087083206414, 2.4032557951259754, 2.3042469269509427, 2.292637346196452, 2.146103312074809, 2.0021131683065683, 1.9404377533253254, 1.8593413480988201, 1.7968389930230118]","[145, 22, 2, 21, 121, 83, 152, 124, 75, 5]","[-2.481929552316958, -2.478693795607923, -2.4401276781605548, -2.409188991819995, -2.1601632320440496, -2.140864667388184, -2.1374002897732907, -2.127073078786847, -2.043205881619085, -2.0185332342251416]",149.3938903223251,-145.72772412402054
201,19,19,"[2, 1, 0, 8, 5, 6, 9, 4, 3, 7]","[-0.09985676276538263, -0.06803660108752088, -0.0580557843563553, -0.05794907041041251, -0.047930406369406924, -0.039034591855672054, -0.022578180513192856, -0.018747617849034393, -0.008446214592318787, -0.002607365481660845]",0.6920816148130565,"[0, 7, 5, 4, 1, 6, 8, 2, 3]","[0.08466509962792826, 0.07297326076281314, 0.05618813663410724, 0.038968758919979384, 0.03341535593804083, 0.008404067127382068, 0.008263548900853486, 0.0033086584474494984, 0.0017314988283897053]","[2, 1, 0, 8, 5, 6, 9, 4, 3, 7]","[-0.09985676276538263, -0.06803660108752088, -0.0580557843563553, -0.05794907041041251, -0.047930406369406924, -0.039034591855672054, -0.022578180513192856, -0.018747617849034393, -0.008446214592318787, -0.002607365481660845]",0.30791838518694364,-0.42324259528095726,19,"[2, 1, 0, 8, 5, 6, 9, 4, 3, 7]","[-0.09985676276538263, -0.06803660108752088, -0.0580557843563553, -0.05794907041041251, -0.047930406369406924, -0.039034591855672054, -0.022578180513192856, -0.018747617849034393, -0.008446214592318787, -0.002607365481660845]",0.6920816148130565,"[0, 7, 5, 4, 1, 6, 8, 2, 3]","[0.08466509962792826, 0.07297326076281314, 0.05618813663410724, 0.038968758919979384, 0.03341535593804083, 0.008404067127382068, 0.008263548900853486, 0.0033086584474494984, 0.0017314988283897053]","[2, 1, 0, 8, 5, 6, 9, 4, 3, 7]","[-0.09985676276538263, -0.06803660108752088, -0.0580557843563553, -0.05794907041041251, -0.047930406369406924, -0.039034591855672054, -0.022578180513192856, -0.018747617849034393, -0.008446214592318787, -0.002607365481660845]",0.30791838518694364,-0.42324259528095726,19,"[2, 1, 0, 8, 5, 6, 9, 4, 3, 7]","[-0.09985676276538263, -0.06803660108752088, -0.0580557843563553, -0.05794907041041251, -0.047930406369406924, -0.039034591855672054, -0.022578180513192856, -0.018747617849034393, -0.008446214592318787, -0.002607365481660845]",0.6920816148130565,"[0, 7, 5, 4, 1, 6, 8, 2, 3]","[0.08466509962792826, 0.07297326076281314, 0.05618813663410724, 0.038968758919979384, 0.03341535593804083, 0.008404067127382068, 0.008263548900853486, 0.0033086584474494984, 0.0017314988283897053]","[2, 1, 0, 8, 5, 6, 9, 4, 3, 7]","[-0.09985676276538263, -0.06803660108752088, -0.0580557843563553, -0.05794907041041251, -0.047930406369406924, -0.039034591855672054, -0.022578180513192856, -0.018747617849034393, -0.008446214592318787, -0.002607365481660845]",0.30791838518694364,-0.42324259528095726
202,42,42,"[10, 12]","[-0.6110709422763554, -0.543176161819096]",-0.41446163998314867,"[14, 7, 15, 16, 11, 8, 3, 10, 12, 6]","[1.2060455364294318, 0.725701579091297, 0.5573379765798492, 0.5344140086790602, 0.519547307146422, 0.4511431433308995, 0.4150329456803152, 0.3957039533548363, 0.36466938930214, 0.32868058222760826]","[10, 12, 14, 0, 18, 19, 5, 3, 4, 11]","[-0.6110709422763554, -0.543176161819096, -0.4901097463159354, -0.4086231538831949, -0.4072046307376668, -0.3815915171858147, -0.36344535792295873, -0.3413064818012233, -0.3341711986060182, -0.30618288347454553]",6.869398804299626,-6.609184268411929,42,"[10, 19, 0]","[-0.33495679369753273, -0.27367576763961604, -0.25262416630872125]",-0.019739501335771736,"[14, 7, 11, 16, 6, 3, 15, 8, 10, 12]","[0.7328523688588295, 0.5404783949851026, 0.43394325646303467, 0.3441707756464518, 0.29194894145406514, 0.29167826218049864, 0.2722551472418086, 0.2526913984495454, 0.21944247153034624, 0.18424355505022869]","[10, 19, 0, 18, 14, 12, 23, 4, 6, 16]","[-0.33495679369753273, -0.27367576763961604, -0.25262416630872125, -0.24470319831478143, -0.22702351885083574, -0.2249124746146874, -0.2231574531395027, -0.21655905890315122, -0.20071221613770357, -0.18959288597545643]",4.172659136278011,-4.01417636258811,42,"[10, 19, 0]","[-0.33495679369753273, -0.27367576763961604, -0.25262416630872125]",-0.019739501335771736,"[14, 7, 11, 16, 6, 3, 15, 8, 10, 12]","[0.7328523688588295, 0.5404783949851026, 0.43394325646303467, 0.3441707756464518, 0.29194894145406514, 0.29167826218049864, 0.2722551472418086, 0.2526913984495454, 0.21944247153034624, 0.18424355505022869]","[10, 19, 0, 18, 14, 12, 23, 4, 6, 16]","[-0.33495679369753273, -0.27367576763961604, -0.25262416630872125, -0.24470319831478143, -0.22702351885083574, -0.2249124746146874, -0.2231574531395027, -0.21655905890315122, -0.20071221613770357, -0.18959288597545643]",4.172659136278011,-4.01417636258811
203,41,41,"[0, 7, 17, 1, 9, 4, 16, 13, 6]","[-0.14473123260232168, -0.12914313793671803, -0.11072320019211036, -0.10658602362761599, -0.09940184481111854, -0.09903999590170652, -0.09454559381580044, -0.09318137881751654, -0.08778134908799391]",-0.04226206158311717,"[9, 11, 13, 1, 15, 17, 0, 4, 2, 7]","[0.1766080480164887, 0.17590666496806492, 0.16865806537528136, 0.1427752069457643, 0.13541285819932408, 0.1312845806082808, 0.1249224116986077, 0.10666365807267067, 0.07788648989476123, 0.0767441361379214]","[0, 7, 17, 1, 9, 4, 16, 13, 6, 15]","[-0.14473123260232168, -0.12914313793671803, -0.11072320019211036, -0.10658602362761599, -0.09940184481111854, -0.09903999590170652, -0.09454559381580044, -0.09318137881751654, -0.08778134908799391, -0.082978681612322]",1.7662698286629945,-1.6891415238727794,41,"[1, 0, 7, 21, 18, 13, 3, 14, 20, 5, 4, 2, 17, 8, 10, 15, 12, 9, 19, 11, 16, 6]","[-0.09983555374987015, -0.08529649447110618, -0.07222308725772252, -0.06903155590428046, -0.06577822615013092, -0.05802866935840156, -0.0537937582986045, -0.04217761278381285, -0.03781968285745576, -0.0331123658819072, -0.032912734476710774, -0.03188140463267402, -0.031805293063307406, -0.03108166579660278, -0.029442231270753082, -0.02884052105876085, -0.023520209878045373, -0.0198258352694459, -0.01233566439052335, -0.012094935057777088, -0.005337898597820405, -0.004892433440124515]",0.021687064025686195,"[13, 11, 9, 14, 15, 1, 0, 5, 4, 10]","[0.11079784566401839, 0.10623298687256524, 0.10550802668765716, 0.09015496899263464, 0.0862496665380933, 0.06353101351514569, 0.06295350278690917, 0.051903366244128564, 0.044746464980016526, 0.03825558626809521]","[1, 0, 7, 21, 18, 13, 3, 14, 20, 5]","[-0.09983555374987015, -0.08529649447110618, -0.07222308725772252, -0.06903155590428046, -0.06577822615013092, -0.05802866935840156, -0.0537937582986045, -0.04217761278381285, -0.03781968285745576, -0.0331123658819072]",0.9783129359743137,-0.8810678336458376,41,"[1, 0, 7, 21, 18, 13, 3, 14, 20, 5, 4, 2, 17, 8, 10, 15, 12, 9, 19, 11, 16, 6]","[-0.09983555374987015, -0.08529649447110618, -0.07222308725772252, -0.06903155590428046, -0.06577822615013092, -0.05802866935840156, -0.0537937582986045, -0.04217761278381285, -0.03781968285745576, -0.0331123658819072, -0.032912734476710774, -0.03188140463267402, -0.031805293063307406, -0.03108166579660278, -0.029442231270753082, -0.02884052105876085, -0.023520209878045373, -0.0198258352694459, -0.01233566439052335, -0.012094935057777088, -0.005337898597820405, -0.004892433440124515]",0.021687064025686195,"[13, 11, 9, 14, 15, 1, 0, 5, 4, 10]","[0.11079784566401839, 0.10623298687256524, 0.10550802668765716, 0.09015496899263464, 0.0862496665380933, 0.06353101351514569, 0.06295350278690917, 0.051903366244128564, 0.044746464980016526, 0.03825558626809521]","[1, 0, 7, 21, 18, 13, 3, 14, 20, 5]","[-0.09983555374987015, -0.08529649447110618, -0.07222308725772252, -0.06903155590428046, -0.06577822615013092, -0.05802866935840156, -0.0537937582986045, -0.04217761278381285, -0.03781968285745576, -0.0331123658819072]",0.9783129359743137,-0.8810678336458376
204,21,21,"[3, 4, 8, 5, 0, 7, 1, 6, 2]","[-0.05453453298895488, -0.03943198239541609, -0.03543954882569917, -0.03338111082689411, -0.02379382724021668, -0.013414825090518619, -0.013287050877326036, -0.011023569434762251, -0.00483930410162975]",0.7773670518287246,"[10, 4, 7, 2, 5, 3, 0, 6, 11, 1]","[0.04418080658392155, 0.025222600376809783, 0.025087799162340024, 0.020530454810184593, 0.01929681496130691, 0.019187016087323743, 0.015482201112355662, 0.015080879312955238, 0.013292411412934775, 0.012203820661024462]","[3, 4, 8, 5, 0, 7, 1, 6, 2]","[-0.05453453298895488, -0.03943198239541609, -0.03543954882569917, -0.03338111082689411, -0.02379382724021668, -0.013414825090518619, -0.013287050877326036, -0.011023569434762251, -0.00483930410162975]",0.2226329481712753,-0.22914575178141758,21,"[3, 4, 8, 5, 0, 7, 1, 6, 2]","[-0.05453453298895488, -0.03943198239541609, -0.03543954882569917, -0.03338111082689411, -0.02379382724021668, -0.013414825090518619, -0.013287050877326036, -0.011023569434762251, -0.00483930410162975]",0.7773670518287246,"[10, 4, 7, 2, 5, 3, 0, 6, 11, 1]","[0.04418080658392155, 0.025222600376809783, 0.025087799162340024, 0.020530454810184593, 0.01929681496130691, 0.019187016087323743, 0.015482201112355662, 0.015080879312955238, 0.013292411412934775, 0.012203820661024462]","[3, 4, 8, 5, 0, 7, 1, 6, 2]","[-0.05453453298895488, -0.03943198239541609, -0.03543954882569917, -0.03338111082689411, -0.02379382724021668, -0.013414825090518619, -0.013287050877326036, -0.011023569434762251, -0.00483930410162975]",0.2226329481712753,-0.22914575178141758,21,"[3, 4, 8, 5, 0, 7, 1, 6, 2]","[-0.05453453298895488, -0.03943198239541609, -0.03543954882569917, -0.03338111082689411, -0.02379382724021668, -0.013414825090518619, -0.013287050877326036, -0.011023569434762251, -0.00483930410162975]",0.7773670518287246,"[10, 4, 7, 2, 5, 3, 0, 6, 11, 1]","[0.04418080658392155, 0.025222600376809783, 0.025087799162340024, 0.020530454810184593, 0.01929681496130691, 0.019187016087323743, 0.015482201112355662, 0.015080879312955238, 0.013292411412934775, 0.012203820661024462]","[3, 4, 8, 5, 0, 7, 1, 6, 2]","[-0.05453453298895488, -0.03943198239541609, -0.03543954882569917, -0.03338111082689411, -0.02379382724021668, -0.013414825090518619, -0.013287050877326036, -0.011023569434762251, -0.00483930410162975]",0.2226329481712753,-0.22914575178141758
205,63,63,[],[],-0.5783060567660456,"[1, 2, 25, 14, 0, 27, 30, 8, 22, 15]","[1.1121645954429873, 0.4945225702216185, 0.4564638938153345, 0.41822349071756965, 0.3923152927819022, 0.38405677090089196, 0.38362118066787687, 0.3703769930993132, 0.3437524732844651, 0.3427304297456519]","[26, 0, 10, 18, 28, 5, 4, 21, 14, 1]","[-0.6447955041530754, -0.5232073648677787, -0.49298318418010967, -0.4202654986831432, -0.39535427298896875, -0.3854992689759424, -0.38468806985497694, -0.33962234003356245, -0.2795431851690796, -0.2589418639239685]",8.376373256729464,-6.798067199963418,63,[],[],-0.20306068430532243,"[1, 13, 26, 32, 28, 8, 4, 19, 0, 2]","[0.6286956711462908, 0.3414682857470523, 0.3356852151371685, 0.2939231813627546, 0.2929832597176694, 0.2540724449130234, 0.24899398352257326, 0.22392690502405088, 0.2183210759703004, 0.20931306476204237]","[5, 4, 1, 23, 24, 11, 2, 0, 17, 20]","[-0.3663847626858643, -0.314203974586701, -0.2730749326959253, -0.2582786913812499, -0.2519790384141196, -0.25126083221410705, -0.247058781733828, -0.242372486436884, -0.20816195374271054, -0.2042673219319595]",5.4768379346616385,-4.273777250356316,63,[],[],-0.20306068430532243,"[1, 13, 26, 32, 28, 8, 4, 19, 0, 2]","[0.6286956711462908, 0.3414682857470523, 0.3356852151371685, 0.2939231813627546, 0.2929832597176694, 0.2540724449130234, 0.24899398352257326, 0.22392690502405088, 0.2183210759703004, 0.20931306476204237]","[5, 4, 1, 23, 24, 11, 2, 0, 17, 20]","[-0.3663847626858643, -0.314203974586701, -0.2730749326959253, -0.2582786913812499, -0.2519790384141196, -0.25126083221410705, -0.247058781733828, -0.242372486436884, -0.20816195374271054, -0.2042673219319595]",5.4768379346616385,-4.273777250356316
206,229,229,"[100, 77, 22, 105, 98, 79, 4]","[-0.15735076892580135, -0.15421866552903177, -0.1436086404139187, -0.14216584220021275, -0.138099783544691, -0.12479986109382278, -0.1210798438918068]",-0.08233764121038387,"[4, 12, 79, 60, 107, 86, 19, 13, 39, 53]","[0.15131664117493346, 0.1473884698788033, 0.14605106959689554, 0.14490561677759892, 0.13654259027929888, 0.13614171219012514, 0.13478227492570294, 0.13455856285619114, 0.13224454079750253, 0.13138241248442947]","[100, 77, 22, 105, 98, 79, 4, 1, 7, 95]","[-0.15735076892580135, -0.15421866552903177, -0.1436086404139187, -0.14216584220021275, -0.138099783544691, -0.12479986109382278, -0.1210798438918068, -0.11496998420046464, -0.11304557398599507, -0.11214536615657499]",6.230293497583371,-6.129279261972272,229,"[100, 77, 22, 105, 98, 79, 4]","[-0.15735076892580135, -0.15421866552903177, -0.1436086404139187, -0.14216584220021275, -0.138099783544691, -0.12479986109382278, -0.1210798438918068]",-0.08233764121038387,"[4, 12, 79, 60, 107, 86, 19, 13, 39, 53]","[0.15131664117493346, 0.1473884698788033, 0.14605106959689554, 0.14490561677759892, 0.13654259027929888, 0.13614171219012514, 0.13478227492570294, 0.13455856285619114, 0.13224454079750253, 0.13138241248442947]","[100, 77, 22, 105, 98, 79, 4, 1, 7, 95]","[-0.15735076892580135, -0.15421866552903177, -0.1436086404139187, -0.14216584220021275, -0.138099783544691, -0.12479986109382278, -0.1210798438918068, -0.11496998420046464, -0.11304557398599507, -0.11214536615657499]",6.230293497583371,-6.129279261972272,229,"[100, 77, 22, 105, 98, 79, 4]","[-0.15735076892580135, -0.15421866552903177, -0.1436086404139187, -0.14216584220021275, -0.138099783544691, -0.12479986109382278, -0.1210798438918068]",-0.08233764121038387,"[4, 12, 79, 60, 107, 86, 19, 13, 39, 53]","[0.15131664117493346, 0.1473884698788033, 0.14605106959689554, 0.14490561677759892, 0.13654259027929888, 0.13614171219012514, 0.13478227492570294, 0.13455856285619114, 0.13224454079750253, 0.13138241248442947]","[100, 77, 22, 105, 98, 79, 4, 1, 7, 95]","[-0.15735076892580135, -0.15421866552903177, -0.1436086404139187, -0.14216584220021275, -0.138099783544691, -0.12479986109382278, -0.1210798438918068, -0.11496998420046464, -0.11304557398599507, -0.11214536615657499]",6.230293497583371,-6.129279261972272
207,32,32,[0],[-0.7200830448761297],-0.4530588231331234,"[5, 14, 6, 18, 17, 1, 11, 4, 13, 9]","[1.148911584488957, 0.4625892002258313, 0.4549192155377808, 0.4365333367775195, 0.3253564651812631, 0.2626490471416401, 0.2524707924554108, 0.2523567574651015, 0.24967212320646404, 0.23012698282271132]","[0, 4, 9, 5, 3, 11, 8, 1, 6, 2]","[-0.7200830448761297, -0.6998881547440056, -0.6050580469051283, -0.4420430355136603, -0.438220649472498, -0.4368744124183512, -0.40681346054468925, -0.25023350810338085, -0.1607907374762841, -0.13930195727686728]",5.221768046003096,-4.488792267746103,32,"[9, 4]","[-0.503312958008792, -0.4475652860182513]",-0.4251592761891696,"[5, 18, 17, 6, 9, 13, 8, 12, 1, 7]","[0.7657557257430905, 0.37043022966664313, 0.2913571035671983, 0.2791903448215672, 0.2740005835003132, 0.21646192721611512, 0.18650600175234192, 0.1570239978446359, 0.15118984502867872, 0.14845511145672147]","[9, 4, 0, 1, 3, 12, 11, 6, 5, 7]","[-0.503312958008792, -0.4475652860182513, -0.4164956887121259, -0.22320079197418635, -0.20500075966203907, -0.19275367645038216, -0.18325622725766424, -0.1805467331548277, -0.1793843546271234, -0.1384939468246037]",3.475116971936813,-3.000835939774687,32,"[9, 4]","[-0.503312958008792, -0.4475652860182513]",-0.4251592761891696,"[5, 18, 17, 6, 9, 13, 8, 12, 1, 7]","[0.7657557257430905, 0.37043022966664313, 0.2913571035671983, 0.2791903448215672, 0.2740005835003132, 0.21646192721611512, 0.18650600175234192, 0.1570239978446359, 0.15118984502867872, 0.14845511145672147]","[9, 4, 0, 1, 3, 12, 11, 6, 5, 7]","[-0.503312958008792, -0.4475652860182513, -0.4164956887121259, -0.22320079197418635, -0.20500075966203907, -0.19275367645038216, -0.18325622725766424, -0.1805467331548277, -0.1793843546271234, -0.1384939468246037]",3.475116971936813,-3.000835939774687
208,32,32,"[7, 0, 11, 10, 8, 4, 1, 12, 3, 6]","[-0.14549894388974538, -0.12376374045221818, -0.12301594858874612, -0.11708315549452405, -0.10342469196589896, -0.08455588211237429, -0.08060546517698389, -0.06782218987456502, -0.045014451134139315, -0.04343061586747942]",-0.00018653069836280234,"[2, 6, 11, 9, 8, 0, 16, 12, 17, 3]","[0.15107579723940828, 0.1453102557954068, 0.13833260317316487, 0.1086607378689615, 0.06966172312540057, 0.06950767202772411, 0.04769483427584375, 0.04577056455644741, 0.04143039653615323, 0.03786589075647497]","[7, 0, 11, 10, 8, 4, 1, 12, 3, 6]","[-0.14549894388974538, -0.12376374045221818, -0.12301594858874612, -0.11708315549452405, -0.10342469196589896, -0.08455588211237429, -0.08060546517698389, -0.06782218987456502, -0.045014451134139315, -0.04343061586747942]",1.0327340290081026,-0.9667625828664145,32,"[7, 0, 11, 10, 8, 4, 1, 12, 3, 6]","[-0.14549894388974538, -0.12376374045221818, -0.12301594858874612, -0.11708315549452405, -0.10342469196589896, -0.08455588211237429, -0.08060546517698389, -0.06782218987456502, -0.045014451134139315, -0.04343061586747942]",-0.00018653069836280234,"[2, 6, 11, 9, 8, 0, 16, 12, 17, 3]","[0.15107579723940828, 0.1453102557954068, 0.13833260317316487, 0.1086607378689615, 0.06966172312540057, 0.06950767202772411, 0.04769483427584375, 0.04577056455644741, 0.04143039653615323, 0.03786589075647497]","[7, 0, 11, 10, 8, 4, 1, 12, 3, 6]","[-0.14549894388974538, -0.12376374045221818, -0.12301594858874612, -0.11708315549452405, -0.10342469196589896, -0.08455588211237429, -0.08060546517698389, -0.06782218987456502, -0.045014451134139315, -0.04343061586747942]",1.0327340290081026,-0.9667625828664145,32,"[7, 0, 11, 10, 8, 4, 1, 12, 3, 6]","[-0.14549894388974538, -0.12376374045221818, -0.12301594858874612, -0.11708315549452405, -0.10342469196589896, -0.08455588211237429, -0.08060546517698389, -0.06782218987456502, -0.045014451134139315, -0.04343061586747942]",-0.00018653069836280234,"[2, 6, 11, 9, 8, 0, 16, 12, 17, 3]","[0.15107579723940828, 0.1453102557954068, 0.13833260317316487, 0.1086607378689615, 0.06966172312540057, 0.06950767202772411, 0.04769483427584375, 0.04577056455644741, 0.04143039653615323, 0.03786589075647497]","[7, 0, 11, 10, 8, 4, 1, 12, 3, 6]","[-0.14549894388974538, -0.12376374045221818, -0.12301594858874612, -0.11708315549452405, -0.10342469196589896, -0.08455588211237429, -0.08060546517698389, -0.06782218987456502, -0.045014451134139315, -0.04343061586747942]",1.0327340290081026,-0.9667625828664145
209,131,131,[52],[-1.4159745068340268],-0.7806603706527693,"[39, 9, 16, 12, 14, 46, 51, 57, 22, 4]","[1.5067514854115234, 1.2767075277770832, 1.2438807794498135, 1.2096293536531602, 1.1792180013194473, 1.1258725852758449, 1.0455407444155769, 1.0322084108321776, 0.9975421873454138, 0.9693904895254843]","[52, 28, 49, 16, 15, 7, 33, 53, 39, 38]","[-1.4159745068340268, -1.4014872897503963, -1.099000491980235, -1.0242946934861938, -1.0128187359564154, -0.9932415136928314, -0.9237272633963254, -0.9229211032995173, -0.9225806823197888, -0.9021339010363867]",32.5624645880088,-32.19777872419006,131,[66],[-0.8962571798640288],-0.45971548070703505,"[30, 15, 48, 13, 11, 9, 36, 55, 58, 63]","[0.9648129869946818, 0.9540462998517624, 0.860679337642159, 0.757713748957644, 0.7118077469130477, 0.7011405437161157, 0.6985412973851874, 0.6796750456240876, 0.6611522223899957, 0.60061944286307]","[66, 54, 50, 31, 2, 55, 59, 18, 25, 28]","[-0.8962571798640288, -0.8136182976447348, -0.6906940740567535, -0.6870996154999846, -0.6483833274731813, -0.6449268041615628, -0.5730771534102925, -0.5729704161405529, -0.5576137431113193, -0.5555814047877761]",20.26501666460195,-19.701558363758945,131,[67],[-0.7825092673231518],-0.1787336925173394,"[14, 28, 48, 10, 12, 57, 55, 34, 8, 62]","[1.1221875515555169, 0.9546437798115338, 0.7977817660364325, 0.7379777053068709, 0.7100558368170198, 0.6624715120320109, 0.6449629057071827, 0.6355916798643193, 0.6322888166090763, 0.6279767651104987]","[67, 33, 52, 54, 55, 31, 2, 19, 59, 6]","[-0.7825092673231518, -0.7164952990112838, -0.6858920430164284, -0.6848546627414168, -0.6290980144882204, -0.5994010100313356, -0.5843042145030252, -0.5749261097617802, -0.5595956397536239, -0.5517378610752175]",20.410309967831214,-20.014085542637027
